source_file,start_s,end_s,pe,wpe,mpe_scale_1,mpe_scale_2,mpe_scale_3,mpe_scale_4,mpe_scale_5,basic_mean,basic_std,basic_rms,basic_max,basic_min,label
eruption.npy,0.0,10.0,0.9596275424435791,0.91464966123046,0.9596275424435791,0.9928863414190786,0.9696873180591358,0.9178154395028467,0.8841901368220773,0.0009792596702826444,0.5688501072442309,0.5688509501277772,1.256607405478557,-1.1699241229213746,1.0
eruption.npy,5.0,15.0,0.9541610619043843,0.9098922885385156,0.9541610619043843,0.9922131165295414,0.9792889672998328,0.9353580344497011,0.9039008593671506,-0.010176796481098194,0.5527155538077213,0.5528092352770472,1.3127231901492669,-1.3618676047171758,1.0
eruption.npy,10.0,20.0,0.9547749388810283,0.9061573089588221,0.9547749388810283,0.996462372563606,0.9640585174261004,0.9569704542546211,0.9183247891382604,-6.874313735822568e-05,0.5409344499556127,0.540934454323627,1.3660048593734695,-1.3618676047171758,1.0
eruption.npy,15.0,25.0,0.9590884643543752,0.9044729125187378,0.9590884643543752,0.9921060491361124,0.9750012034434353,0.9588985645280869,0.9111030128123746,-0.00479211626391858,0.5470984343168696,0.5471194213425958,1.3660048593734695,-1.1939951084316778,1.0
eruption.npy,20.0,30.0,0.9704538235428706,0.9199272600402914,0.9704538235428706,0.9942240125622446,0.9852877759726459,0.936538110359125,0.8934936686918912,-0.005717433234977797,0.5436695137359213,0.5436995762446846,1.180261561276806,-1.2273753183775926,1.0
eruption.npy,25.0,35.0,0.9718837569870843,0.9304380669085962,0.9718837569870843,0.9906142591898321,0.975162405813593,0.934327111170186,0.9134674311445626,0.0051166421742167715,0.5335895361442143,0.5336140675710648,1.180261561276806,-1.2273753183775926,1.0
eruption.npy,30.0,40.0,0.9663900989167978,0.9228198757663898,0.9663900989167978,0.9955661533787742,0.9728417139841542,0.9451441532904056,0.902872329926787,-0.00563141523262177,0.5563057404690274,0.5563342428040134,1.5123396937015596,-1.3588749804496187,1.0
eruption.npy,35.0,45.0,0.9599142520912399,0.9071013962947679,0.9599142520912399,0.9930075245991907,0.9703437302147758,0.9142026714713746,0.8800687981166178,-0.007121306018108008,0.5678552738995185,0.56789992524643,1.5123396937015596,-1.3588749804496187,1.0
eruption.npy,40.0,50.0,0.9580943786925414,0.898878250709357,0.9580943786925414,0.9967973953781427,0.9809773220282377,0.9377672785022739,0.9123555780528465,-0.003895291163988624,0.5472279453009021,0.5472418089030655,1.2388351689311232,-1.2383209624835203,1.0
eruption.npy,45.0,55.0,0.9576726886241772,0.909622770011014,0.9576726886241772,0.996141072909344,0.9722309150628021,0.9462334489038554,0.9001148262211134,-0.0049259923799470475,0.5470827336979673,0.5471049103338119,1.506464364480047,-1.1860327831621293,1.0
